"bulk_id","slab_millers","slab_shift","slab_comp","top","*C_ml_Eads","*C_ml_dft_Eads","*C_min_ml_Eads","C_min_sp_e","*CO_ml_Eads","*CO_ml_dft_Eads","*CO_min_ml_Eads","CO_min_sp_e","*CHO_ml_Eads","*CHO_ml_dft_Eads","*CHO_min_ml_Eads","CHO_min_sp_e","CO*COH_ml_Eads","CO*COH_ml_dft_Eads","CO*COH_min_ml_Eads","COCOH_min_sp_e","*H_ml_Eads","*H_ml_dft_Eads","*H_min_ml_Eads","H_min_sp_e","OH_min_sp_e","*OH_ml_Eads","*OH_ml_dft_Eads","*OH_min_ml_Eads","n_bulk_elements","slab_identifier","cleavage_energy","facet_fraction_on_wulff_not_normalized"
"dcgat-agm002383359","(2, 0, 1)",0.0277574080493506,"Pt-0.889-Sn-0.111","False","[-1.01644623 -1.00854719 -1.00411475 -0.99537188 -0.99067521]","[-0.94019119 -0.93793559 -0.93953671 -0.93000461 -0.8197713 ]",-1.01644623279572,-0.940191190000007,"[-1.91427732 -1.9137342  -1.91230512 -1.91207075 -1.91078138]","[-1.87679075 -1.87992769 -1.87965353 -1.87719505 -1.87783888]",-1.91427731513977,-1.87992768999999,"[-1.4107852  -1.34193659 -1.34135151 -1.34072042 -1.33911502]","[ 1.37738333 -1.24301555 -1.25439297 -1.24914534 -1.24837479]",-1.41078519821167,-1.25439296999997,"[-1.95644855 -1.78771281 -1.77725577 -1.75849748 -1.753474  ]","[-1.83551882 -1.63405803 -1.6251373  -1.62092192 -1.60558424]",-1.95644855499268,-1.83551882,"[-0.56955981 -0.56940871 -0.56821764 -0.56733441 -0.56606722]","[-0.57689194 -0.57314366 -0.57404158 -0.57771174 -0.57600621]",-0.569559812545776,-0.577711739999984,0.217405140000039,"[0.14132565 0.14394885 0.14479685 0.14531636 0.14572299]","[0.21977321 0.22004476 0.22303943 0.21740514 0.21867397]",0.141325652599335,2,"29122_2,0,1_0.028_False",,
"dcgat-agm003194520","(2, 1, 0)",0.0416666666666666,"In-0.8-Mo-0.2","False","[-0.22817296 -0.22391164 -0.18558139 -0.17946899 -0.17606115]","[-0.41836114 -0.40720537 -0.3833844  -0.38001669 -0.36714053]",-0.228172957897186,-0.41836114000003,"[-2.38688707 -2.30586529 -2.29849434 -2.29770613 -2.2863214 ]","[-2.55444586 -2.61617327 -2.63014963 -2.38520791 -2.41520894]",-2.38688707351685,-2.63014963000001,"[-1.32532501 -1.31900358 -1.31012082 -1.30262244 -1.29445553]","[-1.3222296  -1.35192843 -1.3125168  -1.30405566 -1.32051537]",-1.32532501220703,-1.35192842999999,"[-1.83817315 -1.77831841 -1.71798563 -1.7018019  -1.68511629]","[-1.98646285 -1.94420161 -1.95635593 -1.91140108 -2.08106622]",-1.83817315101624,-2.08106622000003,"[-0.62434036 -0.62151271 -0.62130719 -0.60135579 -0.59739405]","[-0.55552969 -0.54899094 -0.5509751  -0.56180425 -0.55729753]",-0.624340355396271,-0.561804249999995,-0.752991269999995,"[-0.74110997 -0.7229085  -0.70441526 -0.69126976 -0.6752677 ]","[-0.74030697 -0.75299127 -0.64119176 -0.70685224 -0.70134592]",-0.741109967231751,2,"16589_2,1,0_0.042_False",,
"dcgat-agm003297186","(0, 1, 2)",0.0498072529953317,"Pd-0.2-Pt-0.8","True","[-1.01586592 -1.01470423 -1.01400995 -1.01299083 -1.00769114]","[-1.09136923 -1.09101892 -1.08833678 -1.08785985 -1.09104883]",-1.01586592197418,-1.09136923,"[-1.94152355 -1.94124484 -1.93989539 -1.93954921 -1.93905902]","[-1.95387112 -1.94697325 -1.95182583 -1.95102605 -1.95059219]",-1.94152355194092,-1.95387112000003,"[-1.40958917 -1.40825796 -1.40726805 -1.40361214 -1.40168381]","[-1.46004999 -1.46231432 -1.46306343 -1.46363683 -1.46407092]",-1.40958917140961,-1.46407091999998,"[-1.90881133 -1.90386987 -1.90156984 -1.90065336 -1.89838314]","[-1.9431588  -1.92854418 -1.94420744 -1.94231519 -1.94615898]",-1.90881133079529,-1.94615898000001,"[-0.53165066 -0.53097653 -0.52989274 -0.52970052 -0.52968651]","[-0.55171549 -0.55377738 -0.5557416  -0.55325201 -0.55512841]",-0.53165066242218,-0.555741600000033,0.0801391800000033,"[0.0765816  0.08114636 0.08167225 0.08255851 0.08360863]","[0.08100985 0.08096075 0.08013918 0.08095136 0.08139028]",0.076581597328186,2,"33226_0,1,2_0.05_True",,
"dcgat-agm003201401","(1, 0, -1)",0.361440586484019,"Rh-0.5-Ru-0.5","True","[-1.26012516 -1.25955164 -1.25627351 -1.25577891 -1.25568497]","[-1.11729171 -1.12654352 -1.12200609 -1.12660576 -1.12191108]",-1.26012516021729,-1.12660575999996,"[-1.98521495 -1.98445106 -1.98391557 -1.98359632 -1.98274899]","[-1.91629814 -1.91449925 -1.91780083 -1.91753534 -1.9151195 ]",-1.98521494865417,-1.91780083000003,"[-1.57056129 -1.56398225 -1.56370258 -1.56350112 -1.56168222]","[-1.50766476 -1.50493811 -1.50746335 -1.50850496 -1.50732289]",-1.57056128978729,-1.50850495999998,"[-2.20878673 -2.14386225 -2.13990569 -2.11241651 -2.05026531]","[-2.13213978 -2.07254496 -2.06825357 -2.06256588 -1.98906864]",-2.20878672599793,-2.1321397800001,"[-0.56140131 -0.56012344 -0.56008768 -0.55975473 -0.55971938]","[-0.54438454 -0.54516434 -0.5447456  -0.54611858 -0.54699381]",-0.561401307582855,-0.546993810000004,-0.691607890000114,"[-0.73764974 -0.73627436 -0.73534888 -0.73470366 -0.73419732]","[-0.69060639 -0.69094502 -0.69160789 -0.6902974  -0.69136156]",-0.737649738788605,2,"31827_1,0,-1_0.361_True",2.4518658695575,0.804369731049718
"dcgat-agm003293252","(0, 1, 0)",0.25,"Au-0.583-Pd-0.417","True","[0.19478947 0.19504201 0.20514733 0.20747977 0.21029365]","[-0.07084145 -0.06545532 -0.07153966 -0.13729466 -0.0700722 ]",0.194789469242096,-0.137294660000009,"[-1.34961367 -1.34952354 -1.34721005 -1.34424353 -1.34345722]","[-1.57502851 -1.57539246 -1.57465168 -1.57411385 -1.57504477]",-1.34961366653442,-1.57539245999999,"[-0.59857738 -0.59650934 -0.59333503 -0.5926851  -0.5922513 ]","[-0.82682322 -0.81534657 -0.82211525 -0.8189519  -0.82257643]",-0.598577380180359,-0.826823219999994,"[-0.59115207 -0.57373148 -0.56433535 -0.55356157 -0.5517258 ]","[-0.80807512 -0.78823783 -0.77759874 -0.78652883 -0.79277149]",-0.59115207195282,-0.808075120000012,"[-0.30916083 -0.30794969 -0.30556852 -0.30545807 -0.30374867]","[-0.53746183 -0.53740933 -0.54171789 -0.53743024 -0.54297152]",-0.309160828590393,-0.542971520000009,0.781281649999983,"[1.04323459 1.0455153  1.04685998 1.04751229 1.05069971]","[0.80370698 0.80314651 0.80588233 0.80100735 0.78128165]",1.0432345867157,2,"28412_0,1,0_0.25_True",0.721901232428401,0.547305812509267
"mp-11870","(3, 1, 1)",0.125,"Hg-0.667-Rh-0.333","True","[-0.497385   -0.49508095 -0.47082579 -0.46978295 -0.46905777]","[-0.54171005 -0.52697894 -0.52413454 -0.52565222 -0.52560429]",-0.497384995222092,-0.541710050000006,"[-1.93880653 -1.93844509 -1.93810487 -1.93793082 -1.93695116]","[-1.97712499 -1.97554964 -1.97486593 -1.97016227 -1.97099679]",-1.93880653381348,-1.97712499000001,"[-1.33970284 -1.1555171  -1.14075637 -1.12018847 -1.10907125]","[-1.45335463 -1.23816968 -1.21110786 -1.20253106 -1.18416693]",-1.33970284461975,-1.45335463000001,"[-0.9020434  -0.89630759 -0.89249969 -0.89191961 -0.89008951]","[-0.90612961 -1.00194622 -0.90166789 -0.8607683  -0.88830817]",-0.902043402194977,-1.00194621999999,"[-0.50329059 -0.50173789 -0.50169289 -0.50124884 -0.50123566]","[-0.5331359  -0.53511434 -0.53477812 -0.53436123 -0.53053958]",-0.503290593624115,-0.535114339999993,0.297194300000001,"[0.24801165 0.24983734 0.25044602 0.25082761 0.25107175]","[0.2971943  0.29931238 0.30285336 0.30639059 0.29959826]",0.248011648654938,2,"1928_3,1,1_0.125_True",0.702537120400871,0.818662349217091
"dcgat-agm003765030","(2, 0, 1)",0.305387309894938,"Au-0.125-Cd-0.125-Pd-0.75","False","[-1.57751203 -1.57578313 -1.57543397 -1.57389498 -1.57272351]","[-1.48313057 -1.48175949 -1.48213728 -1.48116235 -1.48086187]",-1.57751202583313,-1.48313057000001,"[-1.84367085 -1.84150696 -1.84005117 -1.8385632  -1.83854127]","[-1.78816233 -1.78552468 -1.79239159 -1.79185236 -1.79221586]",-1.84367084503174,-1.79239159000002,"[-0.95636517 -0.95510161 -0.95486081 -0.94913089 -0.94375479]","[-0.88918969 -0.88535644 -0.89802088 -0.90018876 -0.90114694]",-0.956365168094635,-0.90114693999999,"[-1.58796096 -1.56760955 -1.54710436 -1.5464046  -1.5461148 ]","[-1.43926294 -1.44657762 -1.41574583 -1.41428626 -1.43999998]",-1.58796095848084,-1.44657761999997,"[-0.53418231 -0.53393525 -0.53360015 -0.53355223 -0.53342175]","[-0.53467559 -0.52704405 -0.53481791 -0.52824079 -0.52802028]",-0.53418231010437,-0.534817910000015,0.589440970000055,"[0.54612714 0.54624611 0.55137283 0.5515191  0.55599862]","[0.59323927 0.58958027 0.59674044 0.59058172 0.58944097]",0.546127140522003,3,"32915_2,0,1_0.305_False",1.01394248245079,0.701825781870603
"mp-977129","(0, 0, 1)",0,"Hg-0.25-Pd-0.75","True","[-1.30456805 -1.28961897 -0.60760158 -0.60569406 -0.60437089]","[-1.38068415 -1.37903569 -0.74772492 -0.74809741 -0.74922574]",-1.30456805229187,-1.38068414999998,"[-1.6734364  -1.67065704 -1.6699264  -1.66629112 -1.66462934]","[-1.72721306 -1.73146824 -1.72580171 -1.732159   -1.72897   ]",-1.67343640327454,-1.73215899999997,"[-0.6953938  -0.60045254 -0.59597522 -0.58454907 -0.5843358 ]","[-0.75195633 -0.63888333 -0.63070632 -0.6226914  -0.619796  ]",-0.695393800735474,-0.751956330000013,"[-0.95033395 -0.94324303 -0.9424777  -0.93963772 -0.9380309 ]","[-0.96484984 -0.96737556 -0.97390675 -0.96587857 -0.95997013]",-0.950333952903748,-0.973906749999969,"[-0.43556869 -0.43517101 -0.4345724  -0.43420789 -0.43416181]","[-0.5341024  -0.53421494 -0.5340874  -0.53257453 -0.53426309]",-0.435568690299988,-0.534263089999996,0.852836490000016,"[0.87151152 0.87441617 0.87469286 0.87480146 0.87531978]","[0.85354766 0.85777754 0.85315489 0.8535673  0.85283649]",0.871511518955231,2,"1934_0,0,1_0.0_True",0.809211835856301,1
"dcgat-agm003291216","(1, 1, -2)",0.168177591494022,"Au-0.3-Pd-0.7","True","[-0.83037496 -0.82685411 -0.825131   -0.82506293 -0.82264286]","[-0.85447704 -0.85703724 -0.858727   -0.85624665 -0.85669719]",-0.830374956130981,-0.858726999999988,"[-1.79337549 -1.79287195 -1.791821   -1.79180956 -1.79172254]","[-1.79593169 -1.78896714 -1.79336698 -1.79608112 -1.79356909]",-1.79337549209595,-1.79608112,"[-0.9233458  -0.87453568 -0.86661464 -0.85156012 -0.84734195]","[-0.87180693 -0.80607316 -0.80994946 -0.76521665 -0.76678744]",-0.923345804214478,-0.87180693000002,"[-1.428509   -1.42588139 -1.42439711 -1.42432833 -1.42312598]","[-1.37103394 -1.37231393 -1.37012231 -1.35878878 -1.36425404]",-1.4285089969635,-1.37231392999996,"[-0.50957096 -0.5079053  -0.50712007 -0.5070504  -0.50677294]","[-0.53422869 -0.53319338 -0.53381928 -0.53348171 -0.53404268]",-0.509570956230164,-0.534228689999992,0.789319300000017,"[0.80972165 0.81961411 0.8211872  0.82239491 0.82296914]","[0.78961143 0.7893193  0.79024698 0.78992578 0.79320732]",0.809721648693085,2,"27412_1,1,-2_0.168_True",0.97025447096361,0.446190383951236
"mp-1061133","(2, 0, 3)",2.22044604925031E-16,"Ru-1.0","True","[-1.86015582 -1.85861921 -1.85839367 -1.85767674 -1.85702825]","[-1.83309534 -1.82900038 -1.82442124 -1.82750142 -1.83297514]",-1.86015582084656,-1.83309534,"[-1.69888926 -1.69774938 -1.69580674 -1.69477367 -1.69440877]","[-1.6892025  -1.69207355 -1.69221451 -1.69044244 -1.69222951]",-1.69888925552368,-1.69222951,"[-1.46213555 -1.34288526 -1.34082127 -1.33927977 -1.33517623]","[-1.37254344 -1.28056661 -1.27640158 -1.28155118 -1.28084061]",-1.46213555335999,-1.37254344000002,"[-2.04324841 -2.01315951 -2.01253581 -1.97531772 -1.96657634]","[-1.95687145 -1.92781597 -1.92728003 -1.914462   -1.91211733]",-2.04324841499329,-1.95687144999999,"[-0.54056853 -0.54023999 -0.54017693 -0.54017556 -0.54016829]","[-0.53153285 -0.53011004 -0.53126891 -0.5327444  -0.53141908]",-0.54056853055954,-0.532744400000013,-0.542049659999975,"[-0.58295858 -0.58250672 -0.58158094 -0.58132672 -0.58109069]","[-0.53817619 -0.54062266 -0.54010728 -0.54204966 -0.53908713]",-0.582958579063416,1,"41_2,0,3_0.0_True",2.86823234564927,0.713395612915068
"dcgat-agm003291178","(1, 1, -2)",0.168679457634597,"Ag-0.3-Pd-0.7","True","[-1.47226584 -0.9848752  -0.98440915 -0.9841814  -0.97798449]","[-1.69434287 -1.00648345 -0.99559115 -1.00771783 -1.0081056 ]",-1.47226583957672,-1.69434286999999,"[-1.7789731  -1.77733684 -1.77589965 -1.77509451 -1.77451539]","[-1.78063813 -1.78183983 -1.78040193 -1.77761219 -1.77944786]",-1.77897310256958,-1.78183983,"[-0.89347684 -0.89224243 -0.88414216 -0.85382575 -0.80423605]","[-0.84563884 -0.86729733 -0.8748298  -0.82262439 -0.75021368]",-0.893476843833923,-0.874829800000015,"[-1.35506582 -1.33607984 -1.30324101 -1.30059373 -1.29932702]","[-1.34409145 -1.32998299 -1.23568679 -1.2310797  -1.28395083]",-1.35506582260132,-1.34409144999998,"[-0.50851339 -0.50501674 -0.50498867 -0.50413895 -0.50400978]","[-0.53231954 -0.52986949 -0.53207685 -0.52818394 -0.53202846]",-0.508513391017914,-0.532319540000003,0.707223970000001,"[0.70296472 0.70385271 0.70582741 0.70819324 0.71054202]","[0.70951948 0.71032369 0.70830517 0.70722397 0.70824179]",0.702964723110199,2,"20333_1,1,-2_0.169_True",0.943978165829112,0.568599891785242
"oqmd-1577518","(1, 1, 0)",0.192,"Co-0.862-Ta-0.138","False","[-2.11548543 -2.11292648 -2.09673715 -2.09593296 -2.09541607]","[-1.83633533 -1.82134138 -1.83955231 -1.83332261 -1.8350606 ]",-2.11548542976379,-1.83955231000004,"[-2.11902142 -2.11731815 -2.10977244 -2.06889915 -2.06343365]","[-1.92133328 -1.90123554 -1.91684775 -1.88015584 -1.88978279]",-2.11902141571045,-1.92133328,"[-2.02120543 -1.96332002 -1.9295764  -1.90692782 -1.90437841]","[-1.84145965 -1.80524195 -1.87016927 -1.87283412 -1.86373922]",-2.02120542526245,-1.87283412000011,"[-2.82990575 -2.82654619 -2.81527853 -2.78402543 -2.61355996]","[-2.64524684 -2.61487849 -2.63927846 -2.63225369 -2.47302367]",-2.82990574836731,-2.64524684000003,"[-0.5988692  -0.59859109 -0.59830123 -0.59825939 -0.5978933 ]","[-0.52093727 -0.5321896  -0.52777204 -0.51812892 -0.5202499 ]",-0.598869204521179,-0.532189600000038,-1.13225401999989,"[-1.21473479 -1.20978856 -1.20827568 -1.20799637 -1.20719826]","[-1.1254231  -1.13225402 -1.12722365 -1.11975414 -1.12430525]",-1.21473479270935,2,"16235_1,1,0_0.192_False",,
"dcgat-agm003766408","(1, 1, 2)",0.125,"Ag-0.125-Au-0.125-Pd-0.75","True","[-1.35584044 -1.33456397 -0.89424157 -0.89277965 -0.89187336]","[-1.34901779 -1.32809546 -0.83665655 -0.83556558 -0.83405938]",-1.35584044456482,-1.34901779,"[-1.76098752 -1.76008511 -1.75991321 -1.75907874 -1.75725436]","[-1.73489217 -1.74047526 -1.73957095 -1.73571491 -1.73512427]",-1.7609875202179,-1.74047525999998,"[-0.7976371  -0.77310342 -0.77179283 -0.76985508 -0.74373299]","[-0.72892429 -0.71632551 -0.71638458 -0.72284755 -0.70787904]",-0.797637104988098,-0.728924290000009,"[-1.23081982 -1.22938943 -1.22516477 -1.22431111 -1.2194066 ]","[-1.19490514 -1.19207682 -1.19737045 -1.19523228 -1.17276187]",-1.23081982135773,-1.19737044999999,"[-0.49462038 -0.49162537 -0.49120626 -0.49052399 -0.49051243]","[-0.52025654 -0.52162491 -0.52161675 -0.52797722 -0.52144524]",-0.494620382785797,-0.527977219999997,0.812731589999999,"[0.82007307 0.82199615 0.82382911 0.82459635 0.82471043]","[0.81405273 0.81273159 0.81416569 0.81368425 0.81347144]",0.820073068141937,3,"22040_1,1,2_0.125_True",0.955829611179814,0.864123124207165
"dcgat-agm002179569","(1, 1, 1)",0.140055074014173,"Cd-0.167-Pd-0.833","False","[-1.51158834 -1.50919962 -1.50519443 -1.5030849  -1.50301182]","[-1.65922786 -1.65948879 -1.65917759 -1.66006235 -1.65945881]",-1.51158833503723,-1.66006235000003,"[-1.80968952 -1.80550957 -1.80511761 -1.80358958 -1.80302477]","[-1.82935242 -1.82852478 -1.83033909 -1.83073788 -1.83127287]",-1.80968952178955,-1.83127287000002,"[-0.97567505 -0.97406244 -0.97384912 -0.9723438  -0.96756369]","[-0.98399213 -0.97255771 -0.98487613 -0.98163061 -0.97229386]",-0.975675046443939,-0.984876129999975,"[-1.63162518 -1.62951422 -1.62169492 -1.61914444 -1.61510801]","[-1.70559042 -1.7052277  -1.70446892 -1.71062046 -1.70897501]",-1.63162517547607,-1.71062046000003,"[-0.50244689 -0.50225073 -0.50217652 -0.50206006 -0.50189412]","[-0.52746993 -0.52189485 -0.52717669 -0.52145659 -0.5211933 ]",-0.502446889877319,-0.527469930000052,0.591756669999995,"[0.52870554 0.53070396 0.53241247 0.53275317 0.5332374 ]","[0.59714419 0.59175667 0.59777585 0.5928405  0.59529426]",0.528705537319183,2,"32341_1,1,1_0.14_False",1.05874428943942,0
"oqmd-451173","(2, 1, 0)",0.042,"Co-0.25-Ga-0.25-Rh-0.5","False","[-1.64639568 -1.62160945 -1.61719799 -1.33163929 -1.31692529]","[-1.79445658 -1.84215136 -1.79330708 -1.31593979 -1.310421  ]",-1.64639568328857,-1.84215136,"[-2.08858418 -2.08523178 -2.085186   -2.07897139 -2.07768846]","[-2.06230117 -2.05416046 -2.06640636 -2.06045373 -2.09593538]",-2.08858418464661,-2.09593538000001,"[-1.64551926 -1.41287684 -1.40631878 -1.40403366 -1.40258372]","[-1.70440675 -1.44997103 -1.45924403 -1.42941578 -1.45680342]",-1.6455192565918,-1.70440674999998,"[-2.15937805 -2.08316135 -2.04615903 -1.91282082 -1.87164402]","[-2.14483482 -2.21281642 -2.23101114 -1.9308895  -1.92698271]",-2.15937805175781,-2.23101113999996,"[-0.55810249 -0.55241561 -0.54985052 -0.54437995 -0.53718066]","[-0.49929362 -0.49918763 -0.46471606 -0.48090236 -0.52575186]",-0.558102488517761,-0.525751860000014,-0.410290730000042,"[-0.39928353 -0.39292011 -0.39175454 -0.39077064 -0.38965645]","[-0.40474728 -0.39978237 -0.41029073 -0.40257278 -0.40992978]",-0.399283528327942,3,"14972_2,1,0_0.042_False",,
"mp-23","(2, 2, 1)",0.05,"Ni-1.0","True","[-1.57763338 -1.57711077 -1.56834853 -1.48574567 -1.48493969]","[-1.51573212 -1.5177101  -1.51915761 -1.44053927 -1.44026079]",-1.57763338088989,-1.51915761000002,"[-1.88834715 -1.88667798 -1.88646245 -1.88581252 -1.88580632]","[-1.83970398 -1.84131623 -1.83685259 -1.84011334 -1.8400581 ]",-1.88834714889526,-1.84131622999994,"[-1.24551702 -1.24492419 -1.24453962 -1.24411333 -1.2420851 ]","[-1.19604978 -1.19391598 -1.19670164 -1.20101309 -1.19500399]",-1.24551701545715,-1.20101308999996,"[-1.88562727 -1.88304567 -1.87407398 -1.87336063 -1.77484536]","[-1.90609978 -1.91213073 -1.91048618 -1.90759207 -1.75919115]",-1.88562726974487,-1.91213072999993,"[-0.52063155 -0.52031267 -0.51921076 -0.51916045 -0.5184859 ]","[-0.51800936 -0.52513924 -0.52461666 -0.5186237  -0.52105847]",-0.520631551742554,-0.525139239999962,-0.401037050000014,"[-0.42234823 -0.42117593 -0.42027956 -0.42018804 -0.41996145]","[-0.39966928 -0.40078997 -0.39896867 -0.3983841  -0.40103705]",-0.422348231077194,1,"20_2,2,1_0.05_True",,
"dcgat-agm002234343","(2, 2, 1)",0.025,"In-0.125-Pd-0.875","True","[-1.0687319  -1.00323284 -0.99726391 -0.99281025 -0.99257952]","[-1.05328849 -0.90847439 -0.90825829 -0.90929709 -0.90839589]",-1.06873190402985,-1.05328849,"[-1.74682856 -1.74130011 -1.73948407 -1.73923469 -1.73856974]","[-1.68177091 -1.68195432 -1.6928036  -1.68037242 -1.69231862]",-1.74682855606079,-1.69280360000005,"[-0.99486607 -0.99350125 -0.98460346 -0.98421818 -0.97993904]","[-0.90926892 -0.9199451  -0.90709631 -0.92013634 -0.90078292]",-0.994866073131561,-0.920136339999999,"[-1.3016808  -1.28881454 -1.2712481  -1.26701939 -1.25825381]","[-1.22549507 -1.19739484 -1.18395181 -1.15743876 -1.17627384]",-1.30168080329895,-1.22549507000008,"[-0.51308197 -0.51044023 -0.50987202 -0.50861412 -0.50843203]","[-0.52180074 -0.52141106 -0.52161249 -0.51038492 -0.52290126]",-0.513081967830658,-0.522901260000026,0.466969919999997,"[0.41548997 0.41757447 0.41981155 0.42021245 0.42186242]","[0.47074212 0.46955088 0.4774723  0.46696992 0.46911786]",0.415489971637726,2,"33717_2,2,1_0.025_True",,
"dcgat-agm002351113","(1, 1, 1)",0.0833333333333333,"Cd-0.125-Pd-0.875","True","[-0.88841808 -0.87656379 -0.87406623 -0.87325823 -0.87213254]","[-0.85358051 -0.85342603 -0.86162994 -0.86124538 -0.85550293]",-0.888418078422546,-0.86162994,"[-1.71874261 -1.71763778 -1.7162298  -1.71556377 -1.71474731]","[-1.68714709 -1.68724153 -1.68691488 -1.68666358 -1.68762807]",-1.71874260902405,-1.68762807000002,"[-0.62573075 -0.62273943 -0.61685777 -0.6160326  -0.61132103]","[-0.60949904 -0.60957557 -0.60435735 -0.60476521 -0.60412326]",-0.625730752944946,-0.609575570000004,"[-1.0451932  -1.0126127  -1.01079488 -1.00910163 -1.00782251]","[-1.07992348 -0.99380098 -0.99378364 -0.99214467 -0.99362662]",-1.04519319534302,-1.07992347999999,"[-0.49451548 -0.49447587 -0.4938893  -0.49377385 -0.49368846]","[-0.514028   -0.52225581 -0.52278896 -0.51402383 -0.52210289]",-0.494515478610992,-0.522788960000014,0.788303810000059,"[0.80190593 0.80199152 0.80253762 0.80376738 0.8041653 ]","[0.78845357 0.79240329 0.79114672 0.79189812 0.78830381]",0.801905930042267,2,"17434_1,1,1_0.083_True",1.00057521524723,0.800626477689442
"dcgat-agm003441005","(1, -2, 2)",0.0082833113934615,"Ag-0.143-Au-0.286-Pd-0.571","False","[-0.74712992 -0.73627847 -0.72247106 -0.72225386 -0.72183871]","[-0.83078427 -0.82841493 -0.83415867 -0.8320505  -0.83266643]",-0.747129917144775,-0.834158669999965,"[-1.77424908 -1.77103043 -1.77081895 -1.76929069 -1.76698875]","[-1.77253    -1.77163056 -1.76654049 -1.77497524 -1.77007381]",-1.77424907684326,-1.77497524,"[-0.85248226 -0.84189743 -0.83989638 -0.79204565 -0.78771716]","[-0.80866426 -0.85112997 -0.8091474  -0.81321673 -0.76518693]",-0.852482259273529,-0.851129970000045,"[-1.2287097  -1.22306693 -1.22184539 -1.19806433 -1.1978085 ]","[-1.23443041 -1.23725558 -1.23956759 -1.20856347 -1.2088157 ]",-1.22870969772339,-1.23956758999998,"[-0.48964345 -0.48937413 -0.48933077 -0.48917213 -0.48892507]","[-0.51474691 -0.51346685 -0.51568202 -0.51221198 -0.5185205 ]",-0.489643454551697,-0.518520500000022,0.819718159999979,"[0.85787398 0.85938674 0.86090356 0.86094052 0.87006193]","[0.82042973 0.81971816 0.82555743 0.82475427 0.87236352]",0.857873976230621,3,"34079_1,-2,2_0.008_False",0.860717069705738,0.736604577951979
"dcgat-agm003200992","(2, 1, 0)",0.387543470050397,"Ir-0.5-Ru-0.5","True","[-1.69007683 -1.68562078 -1.68265331 -1.68252444 -1.68245065]","[-1.62336151 -1.61941317 -1.62358557 -1.61675106 -1.62072655]",-1.69007682800293,-1.62358556999993,"[-2.04740143 -2.04676056 -2.04631591 -2.04604745 -2.04568267]","[-2.08266429 -2.08355388 -2.08144033 -2.08404734 -2.08429198]",-2.04740142822266,-2.08429197999999,"[-1.73018992 -1.72686791 -1.71958923 -1.71897995 -1.7184329 ]","[-1.71011831 -1.75946723 -1.70839394 -1.6992386  -1.71108837]",-1.73018991947174,-1.75946723000004,"[-2.30113101 -2.26516366 -2.2329278  -2.19075656 -2.18839407]","[-2.14220202 -2.30248653 -2.29363252 -2.09965597 -2.0050534 ]",-2.30113101005554,-2.30248653000001,"[-0.58506835 -0.58366656 -0.58341432 -0.58217013 -0.58109921]","[-0.51249068 -0.5155845  -0.51744214 -0.51354071 -0.50807786]",-0.585068345069885,-0.517442139999957,-0.441547680000099,"[-0.48336565 -0.48085833 -0.48042798 -0.4785929  -0.47797695]","[-0.44075907 -0.44002632 -0.43874948 -0.43931825 -0.44154768]",-0.483365654945374,2,"30838_2,1,0_0.388_True",2.73981539451694,0.552429028905814
