slab_comp,chemicalComposition,surfaceComposition,Equation,sites,id,pubId,dftCode,dftFunctional,reactants,products,facet,activationEnergy,reactionEnergy
Ga-0.8-La-0.2,Ga9La3,Ga3La,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_B|A""}",UmVhY3Rpb246NDAzNTM4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.0479245532415291
Ga-0.8-Mn-0.2,Ga9Mn3,Ga3Mn,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzUwMDMy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.407426390543179
Ga-0.8-Mo-0.2,Ga9Mo3,Ga3Mo,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzUzNTky,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.046970658143465
Ga-0.8-Nb-0.2,Ga9Nb3,Ga3Nb,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzUwMjY5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.0223428591425829
Ga-0.8-Ni-0.2,Ga9Ni3,Ga3Ni,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246NDAzNzAy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.473569509545115
Ga-0.8-Os-0.2,Ga9Os3,Ga3Os,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzQ5Mjk2,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.314988367156701
Ga-0.8-Pb-0.2,Ga9Pb3,Ga3Pb,0.5H2(g) + * -> H*,"{""H"": ""bridge-tilt|A_A|B""}",UmVhY3Rpb246NDAzODY4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.556208441442351
Ga-0.8-Pd-0.2,Ga9Pd3,Ga3Pd,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_B|A""}",UmVhY3Rpb246NDAzNzQ4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.639428608637019
Ga-0.8-Pt-0.2,Ga9Pt3,Ga3Pt,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzU0NjQ4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.260341105539766
Ga-0.8-Re-0.2,Ga9Re3,Ga3Re,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246NDAzNjIx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.248540752857451
Ga-0.8-Rh-0.2,Ga9Rh3,Ga3Rh,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246NDAzNjgy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.269645085842996
Ga-0.8-Ru-0.2,Ga9Ru3,Ga3Ru,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzU0MDY0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.0291610795402733
Ga-0.8-Sc-0.2,Ga9Sc3,Ga3Sc,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_B|A""}",UmVhY3Rpb246NDAzNTQx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.159553405138496
Ga-0.8-Sn-0.2,Ga9Sn3,Ga3Sn,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246NDAzODk4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.549646552245605
Ga-0.8-Ta-0.2,Ga9Ta3,Ga3Ta,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzQ5MjIx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.191154801562305
Ga-0.8-Tc-0.2,Ga9Tc3,Ga3Tc,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzQ5NTAz,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.0277869046413173
Ga-0.8-Ti-0.2,Ga9Ti3,Ga3Ti,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_B|A""}",UmVhY3Rpb246NDAzNTYz,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.296155368342653
Ga-0.8-Tl-0.2,Ga9Tl3,Ga3Tl,0.5H2(g) + * -> H*,"{""H"": ""hollow-tilt|A_A_A|FCC""}",UmVhY3Rpb246NDAzODYw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.431326285143797
Ga-0.8-V-0.2,Ga9V3,Ga3V,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzU1MjQ5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.10865179034684
Ga-0.8-W-0.2,Ga9W3,Ga3W,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246NDAzNjEy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.20848545975511
Ga-0.8-Y-0.2,Ga9Y3,Ga3Y,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_B|A""}",UmVhY3Rpb246NDAzNTMy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.0553859146466778
Ga-0.8-Zn-0.2,Ga9Zn3,Ga3Zn,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_B|A""}",UmVhY3Rpb246NDAzODE3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.571775393947092
Ga-0.8-Zr-0.2,Ga9Zr3,Ga3Zr,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_B|A""}",UmVhY3Rpb246NDAzNTUx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.221526787544491
Hf-1.0,Hf12,Hf,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzM5MTI2,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.996874897958122
Hf-0.2-Hg-0.8,Hf3Hg9,Hg3Hf,0.5H2(g) + * -> H*,"{""H"": ""top-tilt|B""}",UmVhY3Rpb246MzU0MTE5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.199394544556498
Hf-0.2-In-0.8,Hf3In9,In3Hf,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzU0MzU3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.0743499362569935
Hf-0.2-Ir-0.8,Hf3Ir9,Ir3Hf,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246NDE3NjAz,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.579740165957418
Hf-0.2-La-0.8,Hf3La9,La3Hf,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246MzQyOTg4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.800799598057864
Hf-0.2-Mo-0.8,Hf3Mo9,Mo3Hf,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzYwNTAy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.144209041741334
Hf-0.2-Nb-0.8,Hf3Nb9,Nb3Hf,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246NDA3MzM2,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.973958286856004
Hf-0.2-Ni-0.8,Hf3Ni9,Ni3Hf,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|A""}",UmVhY3Rpb246Mzk1OTgy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.424361667456623
Hf-0.2-Os-0.8,Hf3Os9,Os3Hf,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246NDExNjcy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.634295861257641
Hf-0.2-Pb-0.8,Hf3Pb9,Pb3Hf,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246NDA0MzU4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.264833841057197
Hf-0.2-Pd-0.8,Hf3Pd9,Pd3Hf,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQwMzUy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.321904276456706
Hf-0.2-Pt-0.8,Hf3Pt9,Pt3Hf,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|B""}",UmVhY3Rpb246NDAwNzgx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.312406142957997
Hf-0.2-Re-0.8,Hf3Re9,Re3Hf,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246MzQ3NzEy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.78632354995986
Hf-0.2-Rh-0.8,Hf3Rh9,Rh3Hf,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246NDE5NzMz,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.612182394160271
Hf-0.2-Ru-0.8,Hf3Ru9,Ru3Hf,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246NDE0MDMz,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.636716041756671
Hf-0.2-Sc-0.8,Hf3Sc9,Sc3Hf,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246NDA1MzUy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.00847361435714
Hf-0.2-Sn-0.8,Hf3Sn9,Sn3Hf,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzQ5MTE3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.101076141158927
Hf-0.2-Tc-0.8,Hf3Tc9,Tc3Hf,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|B""}",UmVhY3Rpb246NDEwNjIw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.759060464460134
Hf-0.2-Ti-0.8,Hf3Ti9,Ti3Hf,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246NDA2ODE5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.01883693375473
Hf-0.2-Tl-0.8,Hf3Tl9,Tl3Hf,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246NDA0MTc4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.252702461958478
Hf-0.2-V-0.8,Hf3V9,V3Hf,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246MzQ4MDM4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.949776482458191
Hf-0.2-W-0.8,Hf3W9,W3Hf,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQyOTQx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.835027709256764
Hf-0.2-Y-0.8,Hf3Y9,Y3Hf,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246MzQ1MDE1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.977429643057775
Hf-0.2-Zn-0.8,Hf3Zn9,Zn3Hf,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_B|A""}",UmVhY3Rpb246NDAyNjYz,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.437645992852566
Hf-0.2-Zr-0.8,Hf3Zr9,Zr3Hf,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQyNjY1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.00420999865943
Hf-0.5-Hg-0.5,Hf6Hg6,HfHg,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|B""}",UmVhY3Rpb246MzUwMDcw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.746579419056587
Hf-0.5-In-0.5,Hf6In6,HfIn,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|B""}",UmVhY3Rpb246MzU4NjY3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.648540476459829
Hf-0.5-Ir-0.5,Hf6Ir6,HfIr,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246MzUzMDQw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.470553943959175
Hf-0.5-La-0.5,Hf6La6,HfLa,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246MzUyOTUx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.897437562455679
Hf-0.5-Mo-0.5,Hf6Mo6,HfMo,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246NDA2NTg3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.8695185465576
Hf-0.5-Nb-0.5,Hf6Nb6,HfNb,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_B_B|HCP""}",UmVhY3Rpb246MzUxNjg5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.94049427115803
Hf-0.5-Ni-0.5,Hf6Ni6,HfNi,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|B""}",UmVhY3Rpb246MzU2OTM0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.764157564756687
Hf-0.5-Os-0.5,Hf6Os6,HfOs,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246MzU3NjY1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.960070684958708
Hf-0.5-Pb-0.5,Hf6Pb6,HfPb,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|B""}",UmVhY3Rpb246MzU5Mzc2,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.542505060659977
Hf-0.5-Pd-0.5,Hf6Pd6,HfPd,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|B""}",UmVhY3Rpb246MzU2ODYy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.828113976956018
Hf-0.5-Pt-0.5,Hf6Pt6,HfPt,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|B""}",UmVhY3Rpb246MzUzOTcy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.739253298160264
Hf-0.5-Re-0.5,Hf6Re6,HfRe,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246MzUxMDIy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.995218132858071
Hf-0.5-Rh-0.5,Hf6Rh6,HfRh,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246MzU2ODg1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.492896939055726
Hf-0.5-Ru-0.5,Hf6Ru6,HfRu,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246MzUyMTQ4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.805068655957228
Hf-0.5-Sc-0.5,Hf6Sc6,HfSc,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246MzUzOTIw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.992279711556847
Hf-0.5-Sn-0.5,Hf6Sn6,HfSn,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|B""}",UmVhY3Rpb246MzUwMTk2,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.369967199559113
Hf-0.5-Ta-0.5,Hf6Ta6,HfTa,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_B_B|HCP""}",UmVhY3Rpb246MzU1ODUw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.989298568459134
Hf-0.5-Tc-0.5,Hf6Tc6,HfTc,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246MzU3Mjg3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.882561779158067
Hf-0.5-Ti-0.5,Hf6Ti6,HfTi,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246MzU4Mjc0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-1.03415027615753
Hf-0.5-Tl-0.5,Hf6Tl6,HfTl,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|B""}",UmVhY3Rpb246MzU4MDYx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.594725066860491
Hf-0.5-V-0.5,Hf6V6,HfV,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246MzUxOTk5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-1.01236497825718
Hf-0.5-W-0.5,Hf6W6,HfW,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_B_B|HCP""}",UmVhY3Rpb246MzU4MjUx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.888731552257895
Hf-0.5-Y-0.5,Hf6Y6,HfY,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246MzUzMjEx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.979383012257102
Hf-0.5-Zn-0.5,Hf6Zn6,HfZn,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246MzU4OTEy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.760405659158067
Hf-0.5-Zr-0.5,Hf6Zr6,HfZr,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_B_B|HCP""}",UmVhY3Rpb246MzU2NjA3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.999504197959112
Hf-0.8-Hg-0.2,Hf9Hg3,Hf3Hg,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQzMjQy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.10373373035597
Hf-0.8-In-0.2,Hf9In3,Hf3In,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQ0NzUz,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.08093426415778
Hf-0.8-Ir-0.2,Hf9Ir3,Hf3Ir,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQ1MjAw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.06213595995629
Hf-0.8-La-0.2,Hf9La3,Hf3La,0.5H2(g) + * -> H*,"{""H"": ""bridge-tilt|A_A|A""}",UmVhY3Rpb246NDA2NTY5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.879700638160074
Hf-0.8-Mn-0.2,Hf9Mn3,Hf3Mn,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246NDA2Njgz,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.02082962345864
Hf-0.8-Mo-0.2,Hf9Mo3,Hf3Mo,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQ4MTYz,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.10311018145782
Hf-0.8-Nb-0.2,Hf9Nb3,Hf3Nb,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQ1OTM5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.05987659875879
Hf-0.8-Ni-0.2,Hf9Ni3,Hf3Ni,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQ2MzI5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.01831719635717
Hf-0.8-Os-0.2,Hf9Os3,Hf3Os,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246NDA2NjMx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.10646507295584
Hf-0.8-Pb-0.2,Hf9Pb3,Hf3Pb,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQ4MzU1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.06066355196069
