slab_comp,chemicalComposition,surfaceComposition,Equation,sites,id,pubId,dftCode,dftFunctional,reactants,products,facet,activationEnergy,reactionEnergy
Re-0.8-Ti-0.2,Re9Ti3,Re3Ti,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246MzQzMjI0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.705577577859884
Re-0.8-V-0.2,Re9V3,Re3V,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246NDEwMjY5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.737172851756412
Re-0.8-W-0.2,Re9W3,Re3W,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246MzQyODMw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.68364737945646
Re-0.8-Y-0.2,Re9Y3,Re3Y,0.5H2(g) + * -> H*,"{""H"": ""bridge-tilt|A_B|B""}",UmVhY3Rpb246NDEwMjQ5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.871495725757058
Re-0.8-Zn-0.2,Re9Zn3,Re3Zn,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQ0NDQ3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.57019209956249
Re-0.8-Zr-0.2,Re9Zr3,Re3Zr,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246NDEwMjU3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.799862574057414
Rh-1.0,Rh12,Rh,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzM5NzI3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.2842750142581
Rh-0.2-Ru-0.8,Rh3Ru9,Ru3Rh,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQxMjc2,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.43703115166042
Rh-0.2-Sc-0.8,Rh3Sc9,Sc3Rh,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQyMzQy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.1447542111591
Rh-0.2-Sn-0.8,Rh3Sn9,Sn3Rh,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzUwMTc1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.204477903143044
Rh-0.2-Ta-0.8,Rh3Ta9,Ta3Rh,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246NDA3MTYw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.0409193799596
Rh-0.2-Tc-0.8,Rh3Tc9,Tc3Rh,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQ2MTEw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.69993175995748
Rh-0.2-Ti-0.8,Rh3Ti9,Ti3Rh,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246NDA2OTE0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.09302156085593
Rh-0.2-Tl-0.8,Rh3Tl9,Tl3Rh,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246NDA0MjIz,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.241397356457099
Rh-0.2-V-0.8,Rh3V9,V3Rh,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQwOTc0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.943515006859315
Rh-0.2-W-0.8,Rh3W9,W3Rh,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246NDEwMDE4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.872013014158227
Rh-0.2-Y-0.8,Rh3Y9,Y3Rh,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzgyNDUz,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.0567483886416369
Rh-0.2-Zn-0.8,Rh3Zn9,Zn3Rh,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246NDAyNzUy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.0466816732650557
Rh-0.2-Zr-0.8,Rh3Zr9,Zr3Rh,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246NDA2MzQ2,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.09705741725972
Rh-0.5-Ru-0.5,Rh6Ru6,RhRu,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_B_B|FCC""}",UmVhY3Rpb246MzU3NzM5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.375418456055712
Rh-0.5-Sc-0.5,Rh6Sc6,RhSc,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_B_B|FCC""}",UmVhY3Rpb246MzU5MzY5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.615506672859709
Rh-0.5-Sn-0.5,Rh6Sn6,RhSn,0.5H2(g) + * -> H*,"{""H"": ""top|A""}",UmVhY3Rpb246MzUxMjc5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,0.207590205239313
Rh-0.5-Ta-0.5,Rh6Ta6,RhTa,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_B_B|FCC""}",UmVhY3Rpb246MzUxNzA3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.689697014257916
Rh-0.5-Tc-0.5,Rh6Tc6,RhTc,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_B_B|FCC""}",UmVhY3Rpb246MzU4MTY1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.537331904458341
Rh-0.5-Ti-0.5,Rh6Ti6,RhTi,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_B_B|FCC""}",UmVhY3Rpb246MzUzMDI5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.506506712858908
Rh-0.5-Tl-0.5,Rh6Tl6,RhTl,0.5H2(g) + * -> H*,"{""H"": ""bridge|B_B|A""}",UmVhY3Rpb246NDIxNTAz,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.116732346958969
Rh-0.5-V-0.5,Rh6V6,RhV,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_B_B|FCC""}",UmVhY3Rpb246MzUzNjA4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.677131749655899
Rh-0.5-W-0.5,Rh6W6,RhW,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_B_B|HCP""}",UmVhY3Rpb246MzU3MTY0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.6240996196602
Rh-0.5-Y-0.5,Rh6Y6,RhY,0.5H2(g) + * -> H*,"{""H"": ""hollow-tilt|A_B_B|FCC""}",UmVhY3Rpb246MzU5MDU5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.672236965960991
Rh-0.5-Zn-0.5,Rh6Zn6,RhZn,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|B""}",UmVhY3Rpb246MzU4MDI2,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.387682354658836
Rh-0.5-Zr-0.5,Rh6Zr6,RhZr,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_B_B|FCC""}",UmVhY3Rpb246MzU1NTg4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.517359973156061
Rh-0.8-Ru-0.2,Rh9Ru3,Rh3Ru,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246MzQzMzU3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.324646639756764
Rh-0.8-Sc-0.2,Rh9Sc3,Rh3Sc,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|B""}",UmVhY3Rpb246NDE5NzE0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.580285073955537
Rh-0.8-Sn-0.2,Rh9Sn3,Rh3Sn,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246NDIxNTM4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.418944425159651
Rh-0.8-Ta-0.2,Rh9Ta3,Rh3Ta,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246NDE5NzUz,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.572312274459335
Rh-0.8-Tc-0.2,Rh9Tc3,Rh3Tc,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246NDE5Nzc4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.373621824458468
Rh-0.8-Ti-0.2,Rh9Ti3,Rh3Ti,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246NDE5NzQy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.568850714355875
Rh-0.8-Tl-0.2,Rh9Tl3,Rh3Tl,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246NDIxNDky,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.431892962157662
Rh-0.8-V-0.2,Rh9V3,Rh3V,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246MzQ2OTky,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.500023600557114
Rh-0.8-W-0.2,Rh9W3,Rh3W,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246MzQ2NzM1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.451563391258759
Rh-0.8-Y-0.2,Rh9Y3,Rh3Y,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQxMDEy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.739105676456319
